keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%,priority_score
funeral home,301000,10,0.96,8.99,4.22,301000,301000,301000,301000,301000,301000,450000,301000,368000,368000,246000,301000,-880.128822938313,0.38097228292355356,0.2727272727272727,0.8918662864875386,-0.00025620206994749395,0,-18.206521739130434,5.478566495593843
air conditioning,301000,64,0.05,2.72,3.11,201000,246000,450000,550000,450000,450000,368000,246000,246000,246000,201000,246000,-18325.278184240145,0.0007204550652195607,0.45454545454545453,0.6026740142196361,-0.000010934072555557522,22.388059701492537,0,5.478566495593843
camp chair,301000,100,0.16,0.61,0.45,246000,368000,368000,368000,368000,301000,246000,165000,201000,301000,246000,246000,-9036.776374347352,0.2791201148893362,0.45454545454545453,0.7086483842505594,-0.002756928911620534,0,-18.272425249169437,5.478566495593843
prompt engineering,301000,30,0.21,3.05,2.47,301000,368000,368000,368000,368000,301000,246000,246000,301000,201000,246000,368000,-6887.561531907972,0.4961352191753998,0.5454545454545454,0.8067004972777254,-0.00479086615891998,22.259136212624583,83.08457711442786,5.478566495593843
ascend notebook sale,301000,100,0.08,1.2,0.75,301000,301000,301000,301000,301000,301000,301000,246000,301000,246000,301000,301000,-1519.559706782235,0.6222378094954829,0.2727272727272727,0.9594161745935786,-0.0008416633423222629,0,22.35772357723577,5.478566495593843
music player price,301000,36,0.07,23.52,14.1,201000,165000,165000,201000,246000,301000,673000,301000,368000,246000,201000,246000,-72.80757674462237,0.4953907870901886,0.45454545454545453,0.7204851461011829,-0.00004481217005208656,22.388059701492537,0,5.478566495593843
recycling bin,301000,83,0.18,2.94,1.43,301000,301000,301000,246000,301000,301000,301000,246000,246000,246000,246000,301000,-3393.1714908434615,0.7499367045247153,0.36363636363636365,0.8982348204341963,-0.0029392298799577918,0,22.35772357723577,5.478566495593843
first aid kit,301000,100,0.33,3.62,1.81,301000,368000,301000,301000,368000,301000,368000,301000,368000,301000,301000,301000,-2246.301678304602,0.011223238510240097,0.36363636363636365,0.9214457870278971,-0.00002601995602864166,0,0,5.478566495593843
kpi definition,301000,2,0.03,0.74,1.05,301000,301000,301000,301000,301000,301000,301000,301000,301000,246000,301000,301000,-1522.014268548373,0.4561325754249146,0.18181818181818182,0.9727625332842811,-0.00041214917297325903,0,22.35772357723577,5.478566495593843
cheesecake shop,301000,22,0.01,1.38,0.58,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
reaction time test,301000,0,0.06,2.01,1.36,368000,368000,368000,246000,301000,301000,368000,368000,301000,201000,246000,246000,-10706.557488967625,0.7258064564046514,0.18181818181818182,0.7250164732260297,-0.0031720550041830237,-33.15217391304348,22.388059701492537,5.478566495593843
solutions thiques,301000,100,0.19,0.99,0.54,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
womens sandals,301000,100,0.03,0.53,0.39,165000,246000,301000,368000,368000,301000,550000,246000,246000,165000,165000,246000,-12947.983654152544,0.07488551378258679,0.5454545454545454,0.610536414177546,-0.0011511964676133698,49.09090909090909,49.09090909090909,5.478566495593843
harbor freight coupons,301000,0,0.04,0.35,0.82,165000,1830000,165000,165000,165000,201000,201000,165000,201000,201000,165000,165000,-31480.447548439013,0.3433116206596287,0.09090909090909091,0.16738679762102635,-0.00043483562902777085,0,-17.91044776119403,5.478566495593843
pound sterling rates,301000,0,0.04,1.34,1.42,368000,368000,368000,368000,368000,368000,368000,301000,301000,301000,301000,301000,-8046.095149900266,0.7959179314090006,0,0.8464085807502065,0,-18.206521739130434,0,5.478566495593843
quercetin capsules,301000,100,0.58,4.43,2.42,301000,368000,368000,368000,301000,301000,301000,201000,246000,246000,246000,246000,-10452.56010601656,0.6687062908429813,0.2727272727272727,0.7073520894947924,-0.004423606687982943,-18.272425249169437,0,5.478566495593843
dispute management system,301000,0,0.04,1.34,1.42,368000,368000,368000,368000,368000,368000,368000,301000,301000,301000,301000,301000,-8046.095149900266,0.7959179314090006,0,0.8464085807502065,0,-18.206521739130434,0,5.478566495593843
pigeon trap,301000,100,0.25,1.61,0.95,301000,368000,450000,368000,368000,368000,368000,246000,246000,165000,201000,201000,-20655.899395795874,0.46320191770580876,0.18181818181818182,0.5899248453235697,-0.0031513881664874902,-33.222591362126245,21.818181818181817,5.478566495593843
linen pants,301000,100,0.04,1.66,0.51,246000,368000,450000,450000,450000,368000,368000,201000,201000,201000,201000,246000,-20318.187655658086,0.17930732653062342,0.45454545454545453,0.5792878182385163,-0.002921989267242635,0,22.388059701492537,5.478566495593843
tennis racket,301000,100,0.11,0.72,0.53,301000,368000,368000,368000,301000,301000,301000,301000,368000,201000,246000,246000,-10159.555952925524,0.48799389609141586,0.36363636363636365,0.7444800825522557,-0.004227553213401265,-18.272425249169437,22.388059701492537,5.478566495593843
security guard,301000,7,0.05,3.44,3.05,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
recycling bins,301000,83,0.18,2.94,1.43,301000,301000,301000,246000,301000,301000,301000,246000,246000,246000,246000,301000,-3393.1714908434615,0.7499367045247153,0.36363636363636365,0.8982348204341963,-0.0029392298799577918,0,22.35772357723577,5.478566495593843
4k resolution,301000,1,0.06,0.24,0.44,301000,301000,368000,368000,368000,301000,301000,301000,368000,301000,301000,368000,-263.72065841485676,0.03354805369882419,0.45454545454545453,0.938225619465833,-0.000011563958219681263,22.259136212624583,22.259136212624583,5.478566495593843
army training,301000,2,0.01,0.03,0.33,301000,368000,301000,368000,368000,301000,246000,246000,301000,368000,301000,301000,-1397.0288863977255,0.19369958087631578,0.45454545454545453,0.8779168389518105,-0.0003407539010798896,0,-18.206521739130434,5.478566495593843
affordable housing,301000,20,0.38,2.1,2.18,368000,301000,301000,301000,301000,301000,301000,246000,301000,246000,246000,368000,-2505.1985654632767,0.7195008384901835,0.18181818181818182,0.8093948194921191,-0.0008709270202076868,0,49.59349593495935,5.478566495593843
carnations seeds,301000,44,0.3,11.61,10.32,135000,135000,246000,246000,450000,301000,673000,246000,368000,201000,246000,165000,-6768.252880714962,0.4296777910091022,0.5454545454545454,0.6056468216436751,-0.0035211386269495427,22.22222222222222,-17.91044776119403,5.478566495593843
wall decorations,301000,100,0.06,0.91,0.43,246000,301000,301000,368000,368000,368000,301000,301000,301000,301000,301000,301000,-2303.4615144077143,0.20606134565152234,0.45454545454545453,0.8797259311980534,-0.0006132651071325461,22.35772357723577,0,5.478566495593843
fair pricing,301000,56,0.03,0.36,0.08,301000,368000,368000,301000,368000,301000,301000,301000,450000,301000,301000,301000,-1884.8581286090357,0.0001607066541112756,0.36363636363636365,0.895813150403508,-2.974118539464886e-7,0,0,5.478566495593843
hdtv deals,301000,100,0.15,0.99,1,201000,201000,165000,1000000,201000,165000,246000,165000,246000,246000,450000,201000,-2483.5594622513468,0.0058301144155120666,0.18181818181818182,0.5476548430314817,-0.0000050253389993009784,0,-18.29268292682927,5.478566495593843
medical equipment supplier,301000,75,0.09,1.26,1.53,201000,246000,246000,201000,301000,368000,450000,246000,301000,246000,246000,201000,-3923.2372743239134,0.3688141538570471,0.45454545454545453,0.73885175471925,-0.001817210720152942,0,-18.29268292682927,5.478566495593843
toothbrush,301000,92,0.11,2.58,0.9,368000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,-1402.9568368780683,0.5440553168766746,0,0.8190299483826596,0,-18.206521739130434,0,5.478566495593843
motorcycle helmets,301000,100,0.2,0.91,0.8,368000,450000,368000,368000,368000,301000,301000,201000,201000,201000,246000,301000,-14274.149602462903,0.8587093875478007,0.2727272727272727,0.6294576381912784,-0.006416102276429209,-18.206521739130434,49.75124378109453,5.478566495593843
renters insurance,301000,69,12.44,41.93,38.99,246000,301000,368000,368000,301000,450000,450000,301000,301000,246000,246000,368000,-6073.691870359895,0.10439196552601848,0.5454545454545454,0.8013078206798412,-0.0008521742591718976,49.59349593495935,49.59349593495935,5.478566495593843
mosquito repellent,301000,100,0.09,1.5,0.62,301000,368000,550000,550000,368000,246000,201000,135000,165000,165000,165000,246000,-23407.170397697457,0.5276702166312364,0.36363636363636365,0.4392574539182029,-0.006234202658233604,-18.272425249169437,49.09090909090909,5.478566495593843
panther tshirt,301000,100,0.11,0.72,0.53,301000,368000,368000,368000,301000,301000,301000,301000,368000,201000,246000,246000,-10159.555952925524,0.48799389609141586,0.36363636363636365,0.7444800825522557,-0.004227553213401265,-18.272425249169437,22.388059701492537,5.478566495593843
household water filter,301000,76,0.35,8.28,5.94,201000,246000,301000,165000,550000,550000,550000,301000,301000,246000,301000,246000,-8334.85446148563,0.28444256463831585,0.45454545454545453,0.6573065924809497,-0.0021998625750073077,22.388059701492537,0,5.478566495593843
financial aid,301000,15,2.3,18.44,12.68,301000,450000,368000,246000,301000,301000,246000,246000,450000,246000,201000,201000,-10227.432682877094,0.48375237323887155,0.18181818181818182,0.6456809641362823,-0.0018587048996375423,-33.222591362126245,-18.29268292682927,5.478566495593843
roller skates,301000,100,0.09,0.69,0.44,301000,246000,301000,301000,368000,301000,301000,246000,301000,368000,301000,246000,-443.2639223780688,0.12450876750952478,0.45454545454545453,0.9154614600869898,-0.00007691778283669741,-18.272425249169437,-33.15217391304348,5.478566495593843
rice noodles,301000,88,0.01,0.38,0.2,246000,301000,301000,246000,246000,246000,301000,246000,301000,301000,246000,246000,-399.49454211614614,0.019787508244402452,0.45454545454545453,0.9141071059473944,-0.000012192732164671521,0,-18.272425249169437,5.478566495593843
cloud expense optimizer,301000,100,0.08,1.65,1.66,550000,450000,450000,450000,450000,301000,246000,165000,201000,201000,201000,201000,-27931.793501066943,0.964570088312086,0,0.4039109649097673,0,-63.45454545454545,0,5.478566495593843
paint contractor,301000,100,0.48,3.21,2.47,246000,301000,301000,301000,301000,301000,368000,301000,301000,201000,246000,301000,-4449.3259507296225,0.036316600239085006,0.6363636363636364,0.8649823438576273,-0.0003078103326142759,22.35772357723577,49.75124378109453,5.478566495593843
immigrant consulting,301000,4,0.23,11.75,6.1,301000,301000,368000,301000,368000,368000,368000,301000,301000,246000,301000,301000,-5602.049523667131,0.011326267662206568,0.36363636363636365,0.8500897825006616,-0.000060997153698622635,0,22.35772357723577,5.478566495593843
immigrant marketing strategy,301000,15,0.3,1.36,1.09,550000,823000,1000000,673000,201000,90500,110000,60500,74000,135000,74000,49500,-55660.01516035965,0.7988603145933934,0.18181818181818182,0.13223350679464393,-0.0025703584952134657,-91,-63.33333333333333,5.478566495593843
boat rental,301000,20,0.03,0.29,0.59,301000,550000,550000,450000,368000,301000,246000,135000,135000,110000,90500,165000,-34340.951393227435,0.665446869114738,0.2727272727272727,0.3309020868052833,-0.006307797850158018,-45.182724252491695,50,5.478566495593843
seizure wearable,301000,100,0.2,2.25,1.24,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
stance alignment,301000,100,0.06,0.91,0.43,246000,301000,301000,368000,368000,368000,301000,301000,301000,301000,301000,301000,-2303.4615144077143,0.20606134565152234,0.45454545454545453,0.8797259311980534,-0.0006132651071325461,22.35772357723577,0,5.478566495593843
lime juice price,301000,69,12.44,41.93,38.99,246000,301000,368000,368000,301000,450000,450000,301000,301000,246000,246000,368000,-6073.691870359895,0.10439196552601848,0.5454545454545454,0.8013078206798412,-0.0008521742591718976,49.59349593495935,49.59349593495935,5.478566495593843
roadside assistance,301000,43,1.54,7.73,7.59,246000,301000,368000,301000,246000,301000,301000,246000,301000,246000,246000,246000,-5065.7607157160055,0.07025206948764662,0.45454545454545453,0.8126035864906709,-0.00046442415859444016,0,0,5.478566495593843
foundation repair service,301000,90,0.02,1.23,0.52,246000,246000,301000,301000,301000,301000,301000,301000,301000,301000,246000,246000,-2178.845318009321,0.36885985906696495,0.7272727272727273,0.9078522700830334,-0.0018867861927055788,0,-18.272425249169437,5.478566495593843
graduate pipeline,301000,89,0.02,1.17,0.23,301000,301000,301000,246000,301000,301000,450000,450000,368000,301000,246000,246000,-3863.45049249225,0.2200492174108244,0.36363636363636365,0.7871140110006846,-0.0007633948653700987,-18.272425249169437,-18.272425249169437,5.478566495593843
coin gift set,301000,40,1.24,78.78,74.29,246000,201000,246000,201000,246000,368000,1000000,368000,301000,201000,201000,246000,-9331.82651165894,0.2407178071205307,0.36363636363636365,0.557809415895653,-0.001456005448180823,0,22.388059701492537,5.478566495593843
television deals,301000,100,0.15,0.99,1,201000,201000,165000,1000000,201000,165000,246000,165000,246000,246000,450000,201000,-2483.5594622513468,0.0058301144155120666,0.18181818181818182,0.5476548430314817,-0.0000050253389993009784,0,-18.29268292682927,5.478566495593843
plain language contracts,301000,100,0.17,0.9,0.56,301000,368000,368000,450000,450000,368000,301000,201000,201000,246000,246000,246000,-16220.533762404322,0.3635593722706395,0.36363636363636365,0.6225006942594575,-0.004066177009160969,-18.272425249169437,0,5.478566495593843
vehicle warranty,301000,7,0.05,3.44,3.05,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
contextual chat,301000,100,0.03,0.53,0.39,165000,246000,301000,368000,368000,301000,550000,246000,246000,165000,165000,246000,-12947.983654152544,0.07488551378258679,0.5454545454545454,0.610536414177546,-0.0011511964676133698,49.09090909090909,49.09090909090909,5.478566495593843
ev pricing marketplace,301000,100,0.16,2.49,0.56,368000,368000,368000,368000,301000,301000,301000,246000,301000,301000,301000,246000,-7417.27413769898,0.914718783947696,0.2727272727272727,0.7696396870476271,-0.004336265230240824,-33.15217391304348,-18.272425249169437,5.478566495593843
doggie training,301000,23,0.15,4.28,4.13,368000,301000,301000,368000,368000,368000,368000,368000,368000,246000,246000,246000,-10536.770217518157,0.1767781253427867,0.5454545454545454,0.7753335809631967,-0.0023330390047493674,-33.15217391304348,0,5.478566495593843
blackout drapes,301000,100,0.32,2.46,1.03,246000,301000,301000,368000,301000,301000,550000,301000,368000,246000,301000,368000,-426.2108677843499,0.4324419324054911,0.5454545454545454,0.8606202703526391,-0.0002700309155352425,49.59349593495935,49.59349593495935,5.478566495593843
ai assistant os,301000,27,0.2,3.61,2.85,301000,301000,301000,301000,368000,301000,368000,301000,368000,301000,301000,301000,-955.7418392456218,0.3947113726627497,0.2727272727272727,0.9284122097421419,-0.0003018170630270445,0,0,5.478566495593843
teriyaki sauce,301000,83,0.01,0.32,0.24,301000,301000,301000,301000,301000,301000,368000,301000,368000,246000,246000,301000,-3508.4738181970874,0.0007557315425507083,0.2727272727272727,0.8774796942042572,-0.0000020795714031424532,0,22.35772357723577,5.478566495593843
compatibility,301000,0,0.04,0.52,0.56,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
life insurance quotes,301000,49,0.7,28.79,21.34,301000,135000,165000,246000,246000,368000,823000,301000,368000,246000,301000,246000,-760.7041862563115,0.3366665684769583,0.36363636363636365,0.6782422398137862,-0.00020874014038362534,-18.272425249169437,0,5.478566495593843
gnu compiler,301000,1,0.09,0.78,0.5,368000,301000,301000,368000,301000,301000,301000,301000,301000,246000,301000,368000,-1557.462209333503,0.6221947774183555,0.2727272727272727,0.8553305613559826,-0.0007125256760716318,0,49.59349593495935,5.478566495593843
patient access,301000,1,0.24,1.49,3.79,301000,246000,301000,301000,301000,301000,301000,301000,301000,246000,301000,301000,-462.59947529100384,0.03736241578182187,0.8181818181818182,0.9711923475306786,-0.00004716129958633558,0,22.35772357723577,5.478566495593843
onboarding,301000,14,0.74,12.44,9.06,301000,246000,301000,301000,301000,301000,301000,301000,301000,201000,246000,301000,-3930.618013570965,0.12270002885096187,0.7272727272727273,0.9099964807538032,-0.001114810493892322,0,49.75124378109453,5.478566495593843
midi dress,301000,100,0.27,1.13,0.61,246000,246000,301000,301000,368000,368000,368000,246000,246000,246000,301000,301000,-2797.540016201885,0.14847768164884378,0.6363636363636364,0.8426904695850115,-0.0007653797749796239,22.35772357723577,22.35772357723577,5.478566495593843
flytrap plant,301000,75,0.04,0.49,0.28,301000,301000,368000,368000,368000,301000,301000,201000,246000,246000,301000,301000,-5964.075596531261,0.36086217187881453,0.45454545454545453,0.8008618026964859,-0.0025576728104247724,0,22.35772357723577,5.478566495593843
timbales price,301000,67,0.36,2.66,1.89,301000,246000,246000,246000,301000,368000,301000,301000,246000,246000,246000,301000,-2270.7433460703373,0.0005773380852931442,0.2727272727272727,0.907554276240792,-0.0000011594570651918884,0,22.35772357723577,5.478566495593843
marshmallow roasting sticks,301000,100,0.58,4.43,2.42,301000,368000,368000,368000,301000,301000,301000,201000,246000,246000,246000,246000,-10452.56010601656,0.6687062908429813,0.2727272727272727,0.7073520894947924,-0.004423606687982943,-18.272425249169437,0,5.478566495593843
blackout curtains,301000,100,0.32,2.46,1.03,246000,301000,301000,368000,301000,301000,550000,301000,368000,246000,301000,368000,-426.2108677843499,0.4324419324054911,0.5454545454545454,0.8606202703526391,-0.0002700309155352425,49.59349593495935,49.59349593495935,5.478566495593843
shadow box,301000,94,0.15,0.7,0.43,246000,246000,301000,368000,450000,301000,301000,246000,246000,246000,246000,246000,-8317.353123206149,8.811041046774548e-7,0.2727272727272727,0.7184720793822645,-4.950940980693358e-9,0,0,5.478566495593843
law firm,301000,12,0.03,0.73,0.92,450000,246000,246000,246000,301000,301000,301000,301000,301000,301000,301000,246000,-2127.12485634893,0.2613782675077255,0.6363636363636364,0.6290051898509127,-0.0007246578946064006,-45.33333333333333,-18.272425249169437,5.478566495593843
polo t shirts,301000,100,0.02,0.84,0.23,246000,301000,301000,301000,301000,301000,368000,246000,201000,201000,201000,301000,-7530.022369415714,0.1164726668761602,0.6363636363636364,0.7900597105027795,-0.0015946771082897496,22.35772357723577,49.75124378109453,5.478566495593843
agentic ai,301000,56,0.76,16.33,13.5,450000,450000,550000,450000,368000,368000,368000,246000,301000,135000,74000,60500,-39636.343090530005,0.8532424751921733,0.09090909090909091,0.3350771348590997,-0.0027707645959278047,-86.55555555555556,-55.18518518518518,5.478566495593843
vacation packages,301000,42,0.11,0.81,1.14,450000,450000,246000,246000,301000,246000,201000,301000,368000,368000,301000,246000,-1630.1850938621271,0.4590605775285833,0.2727272727272727,0.6548940585036441,-0.0004077801551894134,-45.33333333333333,-33.15217391304348,5.478566495593843
authentication,301000,7,0.11,4.22,3.04,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,301000,0,1,0,1,0,0,0,5.478566495593843
charity donations,301000,27,0.09,0.62,1.12,135000,201000,135000,201000,165000,450000,1220000,301000,246000,165000,135000,90500,-17136.97297879979,0.23707007290305515,0.36363636363636365,0.378902659009605,-0.001983684171166632,-32.96296296296296,-45.151515151515156,5.478566495593843
poppy seeds,301000,64,0.14,1.39,0.32,301000,301000,301000,301000,301000,301000,368000,301000,301000,301000,301000,301000,-610.974129398204,0.19172349406869327,0.09090909090909091,0.9427747456889746,-0.0000327862319385347,0,0,5.478566495593843
ginger beer,301000,99,0.08,2.5,0.31,301000,450000,368000,301000,301000,301000,301000,246000,301000,368000,301000,301000,-2299.968159305275,0.3278752411448247,0.2727272727272727,0.795253311789014,-0.0005018042887349278,0,-18.206521739130434,5.478566495593843
soy sauce,301000,90,0.04,0.53,0.16,301000,301000,368000,301000,301000,301000,368000,301000,301000,301000,301000,301000,-1897.4359740585846,0.0026703405395653856,0.18181818181818182,0.920548849975674,-0.0000027077310107964168,0,0,5.478566495593843
homeowner insurance,301000,40,1.24,78.78,74.29,246000,201000,246000,201000,246000,368000,1000000,368000,301000,201000,201000,246000,-9331.82651165894,0.2407178071205307,0.36363636363636365,0.557809415895653,-0.001456005448180823,0,22.388059701492537,5.478566495593843
disposable tissues,301000,100,0.38,2.41,1.25,301000,368000,368000,301000,246000,246000,246000,246000,246000,246000,246000,246000,-6888.793260873155,0.7556644572221226,0.18181818181818182,0.7077477600302664,-0.0023253750079770047,-18.272425249169437,0,5.478566495593843
modular homes,301000,94,0.23,1.19,0.88,301000,301000,301000,301000,301000,301000,368000,301000,368000,246000,301000,301000,-1285.7396814567048,0.13758824274027004,0.18181818181818182,0.9127350090441815,-0.00009546983543929992,0,22.35772357723577,5.478566495593843
japan rail pass,301000,40,0.19,1.38,1.47,246000,301000,301000,246000,301000,301000,368000,301000,368000,246000,246000,301000,-1312.1678023054571,0.3700593322630755,0.6363636363636364,0.8839064523050214,-0.0009397323011022461,22.35772357723577,22.35772357723577,5.478566495593843
mens suit,301000,100,0.41,2.77,1.55,368000,450000,246000,246000,301000,301000,301000,246000,301000,301000,301000,301000,-2169.877462082411,0.5418104082451887,0.45454545454545453,0.7136022227006376,-0.001208405651312424,-18.206521739130434,0,5.478566495593843
octopus bracelet,301000,24,0.06,0.65,0.76,450000,550000,550000,450000,301000,301000,201000,201000,201000,201000,165000,201000,-28079.358281075147,0.8938063751567102,0.18181818181818182,0.4028730000444,-0.0050926183238565225,-55.333333333333336,0,5.478566495593843
graphic design course,301000,51,0.17,1.76,2.71,201000,201000,246000,301000,301000,301000,450000,368000,301000,246000,201000,201000,-5789.224056540589,0.3846341737926533,0.5454545454545454,0.7262978436099976,-0.0032349811261597546,0,-18.29268292682927,5.478566495593843
estate sale,301000,6,0.01,1.43,0.54,246000,301000,301000,301000,301000,301000,301000,246000,246000,201000,246000,246000,-6698.6068973040765,0.16016933868006578,0.5454545454545454,0.8282894881265018,-0.0017640350111263554,0,22.388059701492537,5.478566495593843
data analytics,301000,38,0.9,4.01,3.37,301000,301000,301000,301000,301000,301000,550000,368000,368000,246000,301000,301000,-2948.3908518893404,0.24758529151573638,0.09090909090909091,0.8300577511495123,-0.00016871120195532883,0,22.35772357723577,5.478566495593843
arcade game,301000,69,0.02,0.47,0.74,368000,368000,368000,368000,368000,301000,301000,246000,301000,301000,301000,301000,-6442.083604013027,0.8657585662580238,0,0.8196672454327216,0,-18.206521739130434,0,5.478566495593843
fresh herring,301000,7,0.04,0.61,1.92,165000,301000,301000,450000,550000,450000,301000,246000,201000,165000,135000,201000,-22289.774379459068,0.0016542456729030652,0.45454545454545453,0.499729442033057,-0.000028053829571311426,21.818181818181817,21.818181818181817,5.478566495593843
petals for decor,301000,6,0.03,0.77,0.78,368000,301000,301000,301000,301000,301000,301000,301000,301000,246000,246000,301000,-5147.705242166817,0.7822255769251018,0.09090909090909091,0.7649250892272504,-0.0009125436522549382,-18.206521739130434,22.35772357723577,5.478566495593843
shower kit price,301000,100,0.25,1.97,0.47,301000,301000,301000,301000,301000,301000,368000,301000,301000,301000,301000,301000,-610.974129398204,0.19172349406869327,0.09090909090909091,0.9427747456889746,-0.0000327862319385347,0,0,5.478566495593843
editor app,301000,14,0.02,1.34,1.15,450000,368000,368000,368000,301000,301000,301000,301000,368000,301000,246000,246000,-10512.265770820131,0.8814810412189861,0.09090909090909091,0.6289263623175845,-0.0015214664586666875,-45.33333333333333,-18.272425249169437,5.478566495593843
funeral homes,301000,10,0.96,8.99,4.22,301000,301000,301000,301000,301000,301000,450000,301000,368000,368000,246000,301000,-880.128822938313,0.38097228292355356,0.2727272727272727,0.8918662864875386,-0.00025620206994749395,0,-18.206521739130434,5.478566495593843
mini split,301000,100,0.27,5.74,2.32,201000,301000,368000,450000,550000,301000,301000,201000,246000,165000,201000,246000,-17115.61956968014,0.03128480649518106,0.45454545454545453,0.5531501283096708,-0.00044438931234981073,22.388059701492537,49.09090909090909,5.478566495593843
anti harassment tech,301000,86,0.04,0.71,0.73,301000,673000,368000,301000,368000,201000,165000,165000,368000,368000,201000,201000,-12199.60932337125,0.4922197117418833,0.2727272727272727,0.48380672939807007,-0.0023877332199690507,-33.222591362126245,-45.380434782608695,5.478566495593843
banyan seedling price,301000,42,0.11,0.81,1.14,450000,450000,246000,246000,301000,246000,201000,301000,368000,368000,301000,246000,-1630.1850938621271,0.4590605775285833,0.2727272727272727,0.6548940585036441,-0.0004077801551894134,-45.33333333333333,-33.15217391304348,5.478566495593843
paint brushes,301000,77,0.07,0.8,0.25,368000,301000,246000,246000,301000,301000,301000,246000,246000,246000,246000,301000,-3740.0775597167417,0.625250973681748,0.36363636363636365,0.7339579404387576,-0.0021644368020163405,-18.206521739130434,22.35772357723577,5.478566495593843
intention bracelet,301000,30,0.13,1.94,1.18,90500,135000,135000,74000,60500,246000,2240000,450000,201000,90500,74000,90500,-22050.379834415537,0.2413844857885552,0.36363636363636365,0.28997917817406443,-0.0018169568214288715,0,0,5.478566495593843
course for recovery,301000,100,0.28,4.35,1.22,301000,301000,301000,246000,301000,301000,301000,246000,246000,246000,301000,301000,-1170.4373541030877,0.5846806072955668,0.45454545454545453,0.9371454871709378,-0.0010222548530347164,0,22.35772357723577,5.478566495593843
football jersey,301000,100,0.08,1.44,0.62,301000,368000,368000,301000,301000,301000,301000,246000,246000,246000,301000,301000,-4792.084068217155,0.6247391597121198,0.36363636363636365,0.8057683054962328,-0.0028712541946771183,0,22.35772357723577,5.478566495593843
solitaire card game,301000,7,0.09,1.25,0.62,246000,246000,301000,301000,301000,301000,246000,246000,246000,246000,246000,246000,-3892.3617753891913,0.01740954591085775,0.36363636363636365,0.85553562738061,-0.00007915885807939626,0,0,5.478566495593843
dog training,301000,23,0.15,4.28,4.13,368000,301000,301000,368000,368000,368000,368000,368000,368000,246000,246000,246000,-10536.770217518157,0.1767781253427867,0.5454545454545454,0.7753335809631967,-0.0023330390047493674,-33.15217391304348,0,5.478566495593843
psychologist price,12100,3,0.41,5.99,5.04,9900,6600,5400,8100,12100,12100,14800,9900,9900,12100,18100,18100,783.1870276453496,0.7065422469582776,0.6363636363636364,1,0.03418404639250692,82.82828282828282,49.586776859504134,5.478446615411911
pricing psychology,12100,3,0.41,5.99,5.04,9900,6600,5400,8100,12100,12100,14800,9900,9900,12100,18100,18100,783.1870276453496,0.7065422469582776,0.6363636363636364,1,0.03418404639250692,82.82828282828282,49.586776859504134,5.478446615411911
wooden dining table,74000,100,0.34,1.91,1.17,74000,74000,60500,74000,60500,60500,90500,90500,90500,90500,90500,90500,2530.0271945598706,0.589683251600433,0.6363636363636364,1,0.012509359145850166,22.2972972972973,0,5.47834140319578
wood dining table,74000,100,0.34,1.91,1.17,74000,74000,60500,74000,60500,60500,90500,90500,90500,90500,90500,90500,2530.0271945598706,0.589683251600433,0.6363636363636364,1,0.012509359145850166,22.2972972972973,0,5.47834140319578
vascular surgeon,165000,78,0.13,0.52,0.73,135000,135000,135000,135000,135000,135000,135000,135000,135000,246000,165000,201000,6884.750314047542,0.5752693678827059,0.18181818181818182,1,0.004994259758217526,48.888888888888886,-18.29268292682927,5.4780586452312425
lotion gift set,1300,100,0.31,2.6,1.25,480,390,390,390,720,590,590,480,720,6600,2900,880,284.2271323959448,0.5900221564773076,0.5454545454545454,0.7993433222383608,0.07591814582437677,83.33333333333334,-86.66666666666667,5.477991407399628
land parcel,49500,100,0.27,1.56,1.08,40500,40500,40500,40500,49500,40500,49500,49500,49500,60500,60500,49500,1587.5756713186884,0.8992264192252124,0.5454545454545454,0.9736937787101533,0.01668488131900213,22.22222222222222,-18.181818181818183,5.477894504771338
product backlog optimization,33100,76,0.12,0.62,0.35,27100,33100,33100,27100,33100,27100,33100,33100,33100,40500,40500,40500,1123.732654157035,0.736422006042442,0.8181818181818182,1,0.021194416034370344,49.44649446494465,0,5.47777914281448
rocket model,33100,76,0.12,0.62,0.35,27100,33100,33100,27100,33100,27100,33100,33100,33100,40500,40500,40500,1123.732654157035,0.736422006042442,0.8181818181818182,1,0.021194416034370344,49.44649446494465,0,5.47777914281448
